Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data da Conclusão de analise do time B,Analista time B,StatusFinal
91881845,3,Ananindeua,Pará,2020-11-26 18:00:00.000,,,EM FILA
103171759,8,Maceió,Alagoas,2020-11-22 15:56:10.107,,,EM FILA
118283372,8,Serra Talhada,Pernambuco,2020-12-20 13:04:53.113,,,EM FILA
163897797,3,Araçuaí,Minas Gerais,2021-02-22 12:41:20.823,,,EM FILA
173999268,1,Natal,Rio Grande do Norte,2021-02-11 09:00:00.000,,,EM FILA
197472518,7,São Paulo,São Paulo,2021-01-30 16:08:48.870,,,EM FILA
205826571,8,Vinhedo,São Paulo,2020-12-18 17:39:55.790,,,EM FILA
211388179,7,Recife,Pernambuco,2021-02-25 09:00:00.000,,,EM FILA
212316195,9,Maceió,Alagoas,2021-02-25 09:00:00.000,,,EM FILA
224604150,2,Petrópolis,Rio de Janeiro,2020-11-07 10:13:33.760,,,EM FILA
235249459,9,São Paulo,São Paulo,2021-03-01 18:00:00.000,,,EM FILA
25839289,4,Cuiabá,Mato Grosso,2021-02-21 14:27:02.867,,,EM FILA
31816950,10,Fortaleza,Ceará,2021-07-16 12:27:00.477,,,EM FILA
32220567,2,Marechal Deodoro,Alagoas,2021-06-25 15:40:00.447,,,EM FILA
33335413,2,Candelária,Rio Grande do Sul,2020-11-22 16:12:04.720,,,EM FILA
37667983,10,Curitiba,Paraná,2021-06-13 12:33:58.290,,,EM FILA
37701564,1,Tarabai,São Paulo,2021-03-04 10:42:27.333,,,EM FILA
40459879,2,Ribeirão Preto,São Paulo,2020-11-22 16:30:02.943,,,EM FILA
44026053,8,Epitaciolândia,Acre,2021-02-20 09:00:00.000,,,EM FILA
50228940,2,Rio de Janeiro,Rio de Janeiro,2021-01-28 15:25:32.190,,,EM FILA
61187761,4,Cotia,São Paulo,2021-05-21 12:08:00.317,,,EM FILA
117167363,3,Viradouro,São Paulo,2021-03-05 15:16:45.853,,,EM FILA
234575140,9,Parauapebas,Pará,2021-04-11 10:57:18.893,,,EM FILA
26099238,4,Bandeirantes,Paraná,2021-06-26 18:00:00.000,,,EM FILA
26218522,9,Sertãozinho,São Paulo,2021-04-15 09:00:00.000,,,EM FILA
31996252,2,Maceió,Alagoas,2021-02-06 14:27:21.963,,,EM FILA
35340680,6,Uberlândia,Minas Gerais,2021-02-12 14:58:03.190,,,EM FILA
36870949,9,Nova Iguaçu,Rio de Janeiro,2021-04-30 17:08:08.533,,,EM FILA
39564783,5,Barra de São Francisco,Espírito Santo,2021-04-30 15:11:46.283,,,EM FILA
46025294,10,Formosa,Goiás,2021-04-02 18:00:00.000,,,EM FILA
48000138,9,Rio Branco,Acre,2021-03-29 13:17:02.000,,,EM FILA
48718654,6,Rio de Janeiro,Rio de Janeiro,2021-01-22 17:35:56.007,,,EM FILA
49797689,8,Salvador,Bahia,2021-05-14 15:28:32.170,,,EM FILA
60368269,5,Cascavel,Ceará,2021-01-14 18:00:00.000,,,EM FILA
77545502,4,Itajaí,Santa Catarina,2020-12-10 10:53:39.927,,,EM FILA
110264708,10,Novo Hamburgo,Rio Grande do Sul,2021-05-13 17:17:08.650,,,EM FILA
158140751,1,Rio de Janeiro,Rio de Janeiro,2021-04-08 18:00:00.000,,,EM FILA
167584998,9,Araçatuba,São Paulo,2021-04-08 17:25:28.910,,,EM FILA
176949240,3,Carapicuíba,São Paulo,2021-04-23 14:21:10.960,,,EM FILA
191043960,1,Fortaleza,Ceará,2020-11-26 10:17:12.790,,,EM FILA
209070215,3,Uberlândia,Minas Gerais,2021-03-29 16:49:07.950,,,EM FILA
32266209,4,Mantena,Minas Gerais,2021-02-27 09:58:26.537,,,EM FILA
40576800,6,Valparaíso de Goiás,Goiás,2021-04-26 18:00:00.000,,,EM FILA
46195318,5,Brasília,Distrito Federal,2020-11-27 18:00:00.000,,,EM FILA
47534777,2,São José,Santa Catarina,2021-06-10 16:30:27.330,,,EM FILA
47630525,4,Santa Fé,Paraná,2021-04-26 18:00:00.000,,,EM FILA
48392623,7,Gravatá,Pernambuco,2021-02-21 17:45:27.983,,,EM FILA
49798707,4,Paracatu,Minas Gerais,2021-04-22 16:34:03.530,,,EM FILA
111673635,10,Campinas,São Paulo,2021-01-28 16:03:07.433,,,EM FILA
122359840,10,Vila Velha,Espírito Santo,2021-05-14 14:51:40.343,,,EM FILA
139924850,10,Barretos,São Paulo,2020-11-07 16:25:45.337,,,EM FILA
162165485,3,Uberlândia,Minas Gerais,2021-05-14 18:00:00.000,,,EM FILA
216051390,9,Rolândia,Paraná,2020-11-27 18:00:00.000,,,EM FILA
30500476,2,Goiânia,Goiás,2021-04-08 16:30:57.527,,,EM FILA
37308182,8,Senador Canedo,Goiás,2021-06-24 14:21:06.817,,,EM FILA
37762740,1,Barra do Piraí,Rio de Janeiro,2020-12-17 16:46:54.347,,,EM FILA
40195970,4,Porto Real,Rio de Janeiro,2021-01-31 18:00:00.000,,,EM FILA
44413410,8,Manaus,Amazonas,2021-03-06 17:55:10.597,,,EM FILA
46000660,8,Aracaju,Sergipe,2021-01-17 15:43:08.657,,,EM FILA
48578856,3,João Pessoa,Paraíba,2021-02-04 18:00:00.000,,,EM FILA
49798663,1,São Paulo,São Paulo,2021-07-09 14:44:09.330,,,EM FILA
49823021,2,João Pessoa,Paraíba,2021-01-14 15:14:47.187,,,EM FILA
78511149,8,Rio Verde,Goiás,2020-11-22 15:57:48.357,,,EM FILA
160295544,5,Cachoeiro de Itapemirim,Espírito Santo,2021-05-10 12:16:40.983,,,EM FILA
161112937,7,Sorocaba,São Paulo,2021-03-29 13:46:03.293,,,EM FILA
175823738,3,Natal,Rio Grande do Norte,2021-04-23 16:21:41.300,,,EM FILA
191862445,5,Socorro,São Paulo,2021-06-11 16:52:13.567,,,EM FILA
200366691,7,Marmeleiro,Paraná,2021-01-10 18:00:00.000,,,EM FILA
203787132,2,Brasília,Distrito Federal,2021-03-05 10:57:27.280,,,EM FILA
217527425,6,Cordeirópolis,São Paulo,2021-06-27 14:07:11.250,,,EM FILA
229868365,1,Barreiras,Bahia,2020-11-21 16:10:31.507,,,EM FILA
31465382,4,Natal,Rio Grande do Norte,2021-01-15 18:00:00.000,,,EM FILA
33586676,9,Itapema,Santa Catarina,2020-11-22 16:25:45.883,,,EM FILA
37660467,1,Maragogi,Alagoas,2020-11-26 18:00:00.000,,,EM FILA
38597614,10,Goiânia,Goiás,2021-05-21 17:57:07.687,,,EM FILA
41307195,7,Marília,São Paulo,2021-03-18 18:00:00.000,,,EM FILA
42897279,10,Barra do Garças,Mato Grosso,2021-01-17 15:06:15.757,,,EM FILA
43808387,4,Campinas,São Paulo,2021-01-23 11:00:49.660,,,EM FILA
45805503,6,Santo Antônio do Descoberto,Goiás,2020-12-03 09:00:00.000,,,EM FILA
49796988,10,Duque de Caxias,Rio de Janeiro,2021-04-08 14:58:14.753,,,EM FILA
49989248,4,São Paulo,São Paulo,2021-03-06 18:00:00.000,,,EM FILA
159768299,10,São Carlos,São Paulo,2020-11-13 18:00:00.000,,,EM FILA
193142086,4,Ariquemes,Rondônia,2021-04-22 09:00:00.000,,,EM FILA
24756678,1,Vila Velha,Espírito Santo,2021-03-05 11:56:37.013,,,EM FILA
25823717,7,Fortaleza,Ceará,2021-03-01 18:00:00.000,,,EM FILA
26140763,10,Santa Luzia,Minas Gerais,2020-12-19 16:30:04.790,,,EM FILA
33192275,2,Campinas,São Paulo,2021-04-15 11:02:56.337,,,EM FILA
33375096,8,Lajedo,Pernambuco,2021-05-07 14:34:18.657,,,EM FILA
43754279,4,Feira Grande,Alagoas,2020-12-10 16:58:02.940,,,EM FILA
45100861,7,Piracuruca,Piauí,2021-06-24 09:00:00.000,,,EM FILA
50583245,10,Taubaté,São Paulo,2021-02-22 11:13:27.740,,,EM FILA
99996403,6,Vicência,Pernambuco,2021-03-14 16:12:20.573,,,EM FILA
174946369,1,Floresta,Paraná,2021-01-28 18:00:00.000,,,EM FILA
181544222,8,Sapucaia do Sul,Rio Grande do Sul,2021-06-27 16:28:30.530,,,EM FILA
186340719,3,Joanésia,Minas Gerais,2021-03-06 10:46:24.787,,,EM FILA
201620156,10,Teresina,Piauí,2021-02-20 17:36:25.787,,,EM FILA
25590553,5,São Paulo,São Paulo,2021-01-09 18:00:00.000,,,EM FILA
27994956,5,Ceres,Goiás,2021-06-19 18:00:00.000,,,EM FILA
29412948,5,Mauá,São Paulo,2021-01-09 17:23:37.493,,,EM FILA
32834102,6,Bagé,Rio Grande do Sul,2021-04-22 13:53:15.950,,,EM FILA
33441963,2,São Gonçalo,Rio de Janeiro,2021-02-11 18:00:00.000,,,EM FILA
35369353,7,Novo Hamburgo,Rio Grande do Sul,2021-03-13 14:52:01.073,,,EM FILA
36382936,10,Goiânia,Goiás,2021-03-20 13:56:21.987,,,EM FILA
38720164,1,Brasília,Distrito Federal,2021-05-13 17:36:31.440,,,EM FILA
42428905,2,Rio de Janeiro,Rio de Janeiro,2021-05-10 13:27:27.613,,,EM FILA
42819325,2,Guarulhos,São Paulo,2021-06-18 16:17:30.557,,,EM FILA
79683973,10,Parnamirim,Rio Grande do Norte,2020-11-09 18:00:00.000,,,EM FILA
118664380,5,Curuçá,Pará,2021-05-27 09:00:00.000,,,EM FILA
151432409,9,Bom Despacho,Minas Gerais,2021-03-06 15:03:31.477,,,EM FILA
164700101,3,Angra dos Reis,Rio de Janeiro,2021-05-20 17:07:16.357,,,EM FILA
183950103,4,João Pessoa,Paraíba,2021-02-05 17:40:52.763,,,EM FILA
184985250,1,Santana do Livramento,Rio Grande do Sul,2021-05-07 09:00:00.000,,,EM FILA
201113281,3,São Paulo,São Paulo,2021-04-30 18:00:00.000,,,EM FILA
31083981,8,Teofilândia,Bahia,2020-11-22 10:06:21.180,,,EM FILA
32542968,8,Maceió,Alagoas,2021-01-22 17:39:44.997,,,EM FILA
33485674,4,Macaé,Rio de Janeiro,2021-07-15 17:32:00.610,,,EM FILA
38458627,10,Cáceres,Mato Grosso,2020-12-19 18:00:00.000,,,EM FILA
38522728,8,Serra do Mel,Rio Grande do Norte,2021-02-06 17:05:28.583,,,EM FILA
41964721,3,Jaraguá,Goiás,2020-11-06 09:54:21.407,,,EM FILA
42735849,6,Rio de Janeiro,Rio de Janeiro,2021-01-23 16:42:12.287,,,EM FILA
46073400,8,Petrolina,Pernambuco,2021-01-10 15:26:43.190,,,EM FILA
46508453,3,Cuiabá,Mato Grosso,2021-02-27 17:21:47.593,,,EM FILA
46545056,5,São Paulo,São Paulo,2020-12-07 16:27:58.390,,,EM FILA
48946574,1,Balneário Camboriú,Santa Catarina,2020-11-22 16:41:45.373,,,EM FILA
49369293,9,Porto Velho,Rondônia,2021-01-15 15:56:20.010,,,EM FILA
111708333,8,Blumenau,Santa Catarina,2021-06-14 17:21:12.193,,,EM FILA
140798780,10,Rio de Janeiro,Rio de Janeiro,2021-06-27 15:11:04.303,,,EM FILA
202079085,8,Fernandópolis,São Paulo,2020-12-10 11:51:28.207,,,EM FILA
212841363,1,Goiânia,Goiás,2021-06-04 15:00:57.170,,,EM FILA
235457193,6,Foz do Iguaçu,Paraná,2021-04-25 15:51:50.773,,,EM FILA
24713160,3,Rio de Janeiro,Rio de Janeiro,2021-01-31 14:06:29.290,,,EM FILA
25200141,5,São Paulo,São Paulo,2020-11-16 17:37:04.303,,,EM FILA
28326296,5,Cacoal,Rondônia,2021-04-19 17:38:06.270,,,EM FILA
28480711,6,Caraguatatuba,São Paulo,2020-11-14 17:16:19.017,,,EM FILA
28869887,5,Belford Roxo,Rio de Janeiro,2020-12-18 18:00:00.000,,,EM FILA
30362898,3,Parintins,Amazonas,2021-05-06 09:00:00.000,,,EM FILA
31372367,2,Araçatuba,São Paulo,2021-02-07 12:04:37.787,,,EM FILA
34004694,1,Volta Redonda,Rio de Janeiro,2021-05-15 11:13:37.657,,,EM FILA
35320467,6,Três Lagoas,Mato Grosso do Sul,2021-01-22 12:54:34.997,,,EM FILA
39966559,9,Imbituba,Santa Catarina,2021-06-27 11:37:40.750,,,EM FILA
42193230,2,Belém,Pará,2021-07-17 17:32:18.767,,,EM FILA
45440909,1,Brasília,Distrito Federal,2021-04-25 11:00:45.450,,,EM FILA
46501293,5,Limoeiro,Pernambuco,2021-01-30 13:15:37.050,,,EM FILA
127461474,10,Rio de Janeiro,Rio de Janeiro,2021-02-01 15:01:41.407,,,EM FILA
133611283,10,Goiânia,Goiás,2021-06-04 09:00:00.000,,,EM FILA
153362476,3,Duque de Caxias,Rio de Janeiro,2021-02-27 11:08:58.990,,,EM FILA
195199516,7,Cardoso,São Paulo,2021-01-30 14:54:01.640,,,EM FILA
204164444,2,São Paulo,São Paulo,2021-03-11 16:41:02.303,,,EM FILA
205922623,5,São Paulo,São Paulo,2021-02-26 18:00:00.000,,,EM FILA
211903147,2,Querência,Mato Grosso,2020-11-22 16:16:04.917,,,EM FILA
24562025,6,Fortaleza,Ceará,2020-12-03 17:38:04.630,,,EM FILA
24765908,4,Indaiatuba,São Paulo,2021-03-27 09:00:00.000,,,EM FILA
25608022,5,Aracaju,Sergipe,2020-12-17 12:28:57.623,,,EM FILA
26408528,3,São Paulo,São Paulo,2021-03-19 18:00:00.000,,,EM FILA
30530380,8,Jaguaruna,Santa Catarina,2021-06-20 14:13:06.147,,,EM FILA
35240571,1,Brasília,Distrito Federal,2020-11-22 16:04:12.640,,,EM FILA
39557222,2,São João da Boa Vista,São Paulo,2021-05-23 10:40:38.733,,,EM FILA
41062758,10,Aparecida do Taboado,Mato Grosso do Sul,2021-07-18 17:02:54.310,,,EM FILA
45169803,5,Serrinha,Bahia,2021-06-21 11:10:58.300,,,EM FILA
46164137,3,Rio Real,Bahia,2021-04-26 16:23:45.243,,,EM FILA
49122171,4,Mauá,São Paulo,2021-05-23 13:36:40.047,,,EM FILA
126406827,4,Rio de Janeiro,Rio de Janeiro,2021-01-23 10:04:02.093,,,EM FILA
184902568,10,Florianópolis,Santa Catarina,2020-11-22 15:56:23.613,,,EM FILA
30071327,5,Tangará da Serra,Mato Grosso,2020-11-22 15:55:40.467,,,EM FILA
31076057,8,Suzano,São Paulo,2021-02-25 16:46:09.303,,,EM FILA
34063266,1,Itapoá,Santa Catarina,2021-04-11 11:51:36.583,,,EM FILA
36262932,8,Jacareí,São Paulo,2021-04-11 16:35:19.183,,,EM FILA
43655707,9,Santa Luzia,Minas Gerais,2021-05-23 17:57:35.863,,,EM FILA
44199766,4,Rio Branco,Acre,2021-05-14 15:53:25.663,,,EM FILA
45252457,9,Guaíra,Paraná,2021-01-28 17:21:43.487,,,EM FILA
45647575,6,Itajaí,Santa Catarina,2021-04-23 18:00:00.000,,,EM FILA
49938149,1,Dormentes,Pernambuco,2020-11-22 17:28:57.150,,,EM FILA
95765079,5,Ilhéus,Bahia,2020-11-13 17:48:15.607,,,EM FILA
133404781,4,Manoel Ribas,Paraná,2021-01-15 13:01:48.657,,,EM FILA
139266564,10,Pindamonhangaba,São Paulo,2021-03-15 16:13:05.773,,,EM FILA
172160604,8,Peixoto de Azevedo,Mato Grosso,2021-05-22 18:00:00.000,,,EM FILA
182174237,7,Santos,São Paulo,2020-11-26 09:00:00.000,,,EM FILA
26411080,3,Itacaré,Bahia,2021-01-24 10:20:52.360,,,EM FILA
28788154,5,Paracatu,Minas Gerais,2021-07-17 16:46:10.643,,,EM FILA
31614417,4,São Gonçalo,Rio de Janeiro,2021-04-11 18:00:00.000,,,EM FILA
32516282,1,Juruaia,Minas Gerais,2021-01-11 12:20:56.470,,,EM FILA
33229774,8,São João do Rio do Peixe,Paraíba,2020-12-24 14:13:23.633,,,EM FILA
34323254,8,Barra Bonita,São Paulo,2021-03-27 15:22:36.503,,,EM FILA
34580858,3,São Paulo,São Paulo,2021-01-29 18:00:00.000,,,EM FILA
37012905,1,Maceió,Alagoas,2021-03-05 18:00:00.000,,,EM FILA
44683498,1,Vilhena,Rondônia,2021-06-28 12:12:12.677,,,EM FILA
45679081,2,Tianguá,Ceará,2021-03-01 15:54:48.930,,,EM FILA
153025228,8,Embu-Guaçu,São Paulo,2021-07-15 13:47:15.340,,,EM FILA
153615925,10,Elói Mendes,Minas Gerais,2020-11-22 16:41:20.797,,,EM FILA
208759743,5,Ribeirão Corrente,São Paulo,2021-05-15 13:05:36.503,,,EM FILA
212447665,1,Serrinha,Bahia,2021-01-14 09:00:00.000,,,EM FILA
26237900,7,Campos Belos,Goiás,2021-03-29 18:00:00.000,,,EM FILA
30905300,5,São Paulo,São Paulo,2021-01-23 10:00:55.503,,,EM FILA
35412819,2,Franco da Rocha,São Paulo,2021-06-19 11:24:54.197,,,EM FILA
37598348,4,São Paulo,São Paulo,2021-01-29 18:00:00.000,,,EM FILA
39734872,10,Queimados,Rio de Janeiro,2021-04-30 12:52:33.173,,,EM FILA
45232602,8,Bragança Paulista,São Paulo,2020-11-22 17:12:29.363,,,EM FILA
48933118,5,Senador José Porfírio,Pará,2021-03-21 12:51:20.057,,,EM FILA
50789266,3,Cascavel,Paraná,2021-03-19 18:00:00.000,,,EM FILA
125187474,7,Brasília,Distrito Federal,2021-05-10 15:05:17.680,,,EM FILA
145633574,4,Campinas,São Paulo,2021-01-18 18:00:00.000,,,EM FILA
200132595,4,Nossa Senhora das Dores,Sergipe,2021-02-11 15:14:34.750,,,EM FILA
25278208,9,Gravataí,Rio Grande do Sul,2020-12-17 10:50:45.717,,,EM FILA
25394827,3,Natal,Rio Grande do Norte,2021-03-18 11:05:17.703,,,EM FILA
25702236,7,Ipueiras,Ceará,2021-06-21 17:08:27.573,,,EM FILA
29390732,7,Juatuba,Minas Gerais,2021-01-10 18:00:00.000,,,EM FILA
32792482,1,Manaus,Amazonas,2021-01-07 09:00:00.000,,,EM FILA
34147805,5,Santa Rita,Paraíba,2021-04-23 16:35:19.150,,,EM FILA
34869085,10,São Bernardo do Campo,São Paulo,2021-05-20 17:32:09.483,,,EM FILA
36121998,7,Arapongas,Paraná,2021-02-12 18:00:00.000,,,EM FILA
36570411,4,Belo Horizonte,Minas Gerais,2021-06-18 16:53:57.067,,,EM FILA
38703298,5,Maracaju,Mato Grosso do Sul,2021-03-05 17:17:41.020,,,EM FILA
39723343,2,Rio de Janeiro,Rio de Janeiro,2021-06-27 15:59:46.927,,,EM FILA
41227102,10,Belo Horizonte,Minas Gerais,2021-01-16 12:18:59.190,,,EM FILA
48678829,7,Rio Claro,São Paulo,2021-05-08 18:00:00.000,,,EM FILA
49736772,1,São Paulo,São Paulo,2021-04-26 11:13:25.080,,,EM FILA
50506719,2,Campo Bom,Rio Grande do Sul,2021-01-14 13:40:28.407,,,EM FILA
74722708,7,Cabo Frio,Rio de Janeiro,2021-07-17 18:00:00.000,,,EM FILA
106442590,5,Mauá,São Paulo,2021-05-15 11:29:01.517,,,EM FILA
122468863,1,Florianópolis,Santa Catarina,2021-06-24 18:00:00.000,,,EM FILA
124932787,1,Alta Floresta,Mato Grosso,2021-02-05 09:52:40.673,,,EM FILA
139651576,5,Rio de Janeiro,Rio de Janeiro,2021-05-22 18:00:00.000,,,EM FILA
164499109,2,Vitória da Conquista,Bahia,2021-07-17 10:35:18.817,,,EM FILA
23641495,7,Santana de Parnaíba,São Paulo,2020-11-06 18:00:00.000,,,EM FILA
26764830,6,São Paulo,São Paulo,2021-02-28 16:44:34.803,,,EM FILA
28685175,9,Parnaíba,Piauí,2021-01-31 09:00:00.000,,,EM FILA
30937007,10,Anápolis,Goiás,2021-06-21 09:27:18.287,,,EM FILA
34486417,1,Jaraguá do Sul,Santa Catarina,2021-07-17 16:26:05.203,,,EM FILA
35540324,9,Macapá,Amapá,2021-01-22 16:37:11.507,,,EM FILA
37149827,3,Aracaju,Sergipe,2021-02-22 17:36:43.423,,,EM FILA
38127680,9,São Leopoldo,Rio Grande do Sul,2021-04-03 16:22:27.960,,,EM FILA
39879921,6,Osasco,São Paulo,2020-11-22 17:14:31.563,,,EM FILA
61431080,7,Juiz de Fora,Minas Gerais,2021-06-19 17:56:36.243,,,EM FILA
66561337,7,Nova Cruz,Rio Grande do Norte,2021-04-15 18:00:00.000,,,EM FILA
98827242,9,Aparecida de Goiânia,Goiás,2021-04-18 14:17:57.920,,,EM FILA
135070832,4,Pirassununga,São Paulo,2020-11-22 17:36:25.957,,,EM FILA
178990813,2,Igrejinha,Rio Grande do Sul,2021-01-30 14:59:44.957,,,EM FILA
184838286,7,Ourinhos,São Paulo,2021-06-21 15:14:55.180,,,EM FILA
187698626,3,Mossoró,Rio Grande do Norte,2020-11-16 14:02:09.270,,,EM FILA
31441308,4,Goiatuba,Goiás,2020-11-28 15:21:09.323,,,EM FILA
32020749,9,Ivaiporã,Paraná,2021-01-14 13:54:02.123,,,EM FILA
38682975,5,São Paulo,São Paulo,2020-11-13 11:03:05.537,,,EM FILA
42225501,9,Brasília,Distrito Federal,2021-01-28 13:55:09.190,,,EM FILA
49502640,10,São Paulo,São Paulo,2021-05-01 18:00:00.000,,,EM FILA
50496763,3,Igarapé,Minas Gerais,2021-05-02 15:32:56.653,,,EM FILA
52095956,2,Hortolândia,São Paulo,2021-03-28 13:51:22.980,,,EM FILA
63448370,2,Santo André,São Paulo,2021-07-16 12:05:06.727,,,EM FILA
114967249,8,Canoinhas,Santa Catarina,2021-04-02 12:01:15.993,,,EM FILA
122419395,2,Salvador,Bahia,2021-02-07 15:52:20.790,,,EM FILA
142974016,3,Tramandaí,Rio Grande do Sul,2020-12-18 18:00:00.000,,,EM FILA
190561217,6,Caucaia,Ceará,2021-02-27 13:08:44.877,,,EM FILA
27966062,4,Rurópolis,Pará,2021-04-01 14:51:20.170,,,EM FILA
36666333,4,Paraty,Rio de Janeiro,2021-07-12 14:33:25.760,,,EM FILA
38875081,3,São Paulo,São Paulo,2020-11-13 14:54:12.483,,,EM FILA
39726200,4,Palmas,Tocantins,2021-07-09 16:23:50.753,,,EM FILA
41246348,1,Campo Belo,Minas Gerais,2020-12-27 09:00:00.000,,,EM FILA
41914560,5,Campos Sales,Ceará,2021-01-18 16:05:56.167,,,EM FILA
43309922,2,São Paulo do Potengi,Rio Grande do Norte,2021-06-11 10:59:44.250,,,EM FILA
43321890,7,Brasília,Distrito Federal,2021-06-24 16:02:31.810,,,EM FILA
43834068,1,Santa Cruz do Capibaribe,Pernambuco,2021-06-21 18:00:00.000,,,EM FILA
44222439,9,Tupã,São Paulo,2021-07-18 15:16:58.473,,,EM FILA
45978330,10,Pilar do Sul,São Paulo,2021-07-01 18:00:00.000,,,EM FILA
67965298,3,João Pessoa,Paraíba,2021-01-18 13:17:19.937,,,EM FILA
82043986,7,Brasília,Distrito Federal,2021-04-15 12:09:58.780,,,EM FILA
104025846,9,Rio de Janeiro,Rio de Janeiro,2021-07-05 18:00:00.000,,,EM FILA
132689870,6,Itajaí,Santa Catarina,2021-05-15 18:00:00.000,,,EM FILA
162781918,5,Boa Esperança,Minas Gerais,2021-05-06 16:08:09.330,,,EM FILA
183782380,1,Petrolina,Pernambuco,2021-02-06 09:00:00.000,,,EM FILA
23940578,3,São Paulo,São Paulo,2021-06-19 14:59:45.857,,,EM FILA
26725723,6,Rio de Janeiro,Rio de Janeiro,2021-05-31 12:04:55.517,,,EM FILA
27459605,2,Jaboatão dos Guararapes,Pernambuco,2021-05-08 15:04:22.727,,,EM FILA
33369669,3,Duque de Caxias,Rio de Janeiro,2021-06-24 09:00:00.000,,,EM FILA
37491754,4,Rolim de Moura,Rondônia,2021-01-22 13:44:29.787,,,EM FILA
48133260,6,Elói Mendes,Minas Gerais,2021-02-05 18:00:00.000,,,EM FILA
50581526,7,Piracicaba,São Paulo,2020-12-03 09:00:00.000,,,EM FILA
66905168,7,Itaboraí,Rio de Janeiro,2021-03-25 17:21:51.897,,,EM FILA
101434444,8,Nossa Senhora do Socorro,Sergipe,2020-11-27 14:24:35.210,,,EM FILA
226865800,8,Ipatinga,Minas Gerais,2020-12-12 14:56:33.693,,,EM FILA
25408495,10,Cansanção,Bahia,2021-01-10 10:07:54.180,,,EM FILA
27575947,7,São Paulo,São Paulo,2020-11-27 12:34:45.857,,,EM FILA
31155241,5,Marilândia,Espírito Santo,2021-02-25 15:18:18.707,,,EM FILA
36043269,3,Nova Friburgo,Rio de Janeiro,2021-02-11 14:24:57.273,,,EM FILA
39349169,1,Teresina,Piauí,2021-03-01 13:16:46.650,,,EM FILA
39581882,9,Mauá,São Paulo,2021-05-07 15:53:02.800,,,EM FILA
40140862,5,São Gotardo,Minas Gerais,2021-04-11 12:55:28.603,,,EM FILA
45322643,6,São João de Meriti,Rio de Janeiro,2021-02-07 18:00:00.000,,,EM FILA
47921612,4,Maricá,Rio de Janeiro,2021-03-15 12:11:05.343,,,EM FILA
48466908,1,Florianópolis,Santa Catarina,2020-12-25 18:00:00.000,,,EM FILA
74158918,6,São Paulo,São Paulo,2021-07-17 09:00:00.000,,,EM FILA
94467555,10,Salvador,Bahia,2021-04-03 15:32:20.100,,,EM FILA
110669425,3,Itaquaquecetuba,São Paulo,2021-07-10 13:17:02.133,,,EM FILA
168484984,8,Foz do Iguaçu,Paraná,2021-06-20 09:00:00.000,,,EM FILA
180851064,4,Cascavel,Paraná,2021-03-21 16:11:30.873,,,EM FILA
222168352,8,Carapicuíba,São Paulo,2020-11-16 14:29:35.607,,,EM FILA
232555302,1,Patos,Paraíba,2021-01-11 09:00:00.000,,,EM FILA
234384623,7,Porto Seguro,Bahia,2021-02-12 14:43:12.270,,,EM FILA
25000667,1,São Paulo,São Paulo,2021-03-13 18:00:00.000,,,EM FILA
31272637,6,Pompéia,São Paulo,2021-05-06 11:42:44.480,,,EM FILA
35278846,3,Palmas,Tocantins,2021-02-08 14:24:59.440,,,EM FILA
36113973,1,Jacobina,Bahia,2021-01-18 09:07:57.927,,,EM FILA
41341224,7,Saquarema,Rio de Janeiro,2021-02-25 09:00:00.000,,,EM FILA
43897916,2,Araçatuba,São Paulo,2021-03-18 09:00:00.000,,,EM FILA
62288127,10,João Pessoa,Paraíba,2021-03-18 09:00:00.000,,,EM FILA
73279761,10,Campo Grande,Mato Grosso do Sul,2021-01-28 17:22:15.530,,,EM FILA
126503277,3,Goiana,Pernambuco,2021-01-24 09:42:49.123,,,EM FILA
132993214,4,Teresina,Piauí,2020-12-21 16:03:13.293,,,EM FILA
169321332,4,Santo André,São Paulo,2021-02-20 15:04:03.863,,,EM FILA
199596264,2,Duque de Caxias,Rio de Janeiro,2021-02-15 14:46:02.230,,,EM FILA
203008869,8,Sorocaba,São Paulo,2021-01-15 13:48:08.830,,,EM FILA
30391565,8,Limeira,São Paulo,2021-02-20 14:28:02.200,,,EM FILA
31398996,3,Sinop,Mato Grosso,2021-06-19 17:16:22.003,,,EM FILA
32359794,6,Olinda,Pernambuco,2021-02-05 12:03:22.957,,,EM FILA
35408544,9,Sumaré,São Paulo,2021-04-30 14:07:09.610,,,EM FILA
36446002,3,Catalão,Goiás,2020-12-18 11:01:30.000,,,EM FILA
37501532,1,Guarulhos,São Paulo,2021-06-14 16:54:07.753,,,EM FILA
40983377,7,Rio de Janeiro,Rio de Janeiro,2021-04-25 18:00:00.000,,,EM FILA
42381570,8,São Paulo,São Paulo,2021-01-21 14:25:44.313,,,EM FILA
42498679,2,São Paulo,São Paulo,2021-06-07 13:11:01.727,,,EM FILA
45134183,2,Goiatuba,Goiás,2020-11-28 15:07:20.907,,,EM FILA
48233485,3,Guapimirim,Rio de Janeiro,2021-06-24 09:00:00.000,,,EM FILA
68266042,2,São Pedro do Iguaçu,Paraná,2021-01-23 11:58:18.300,,,EM FILA
134767067,1,Duque de Caxias,Rio de Janeiro,2021-01-28 11:16:44.790,,,EM FILA
216874212,4,Rio Verde,Goiás,2020-11-09 10:21:22.243,,,EM FILA
