,id,age,gender,living_in_brasil,living_state,born_or_graduated,degreee_level,job_situation,workers_number,manager,salary_range,time_experience_data_science,time_experience_before,is_data_science_professional,linear_regression,logistic_regression,glms,decision_tree,random_forest,neural_networks,bayesian_inference,ensemble,svms,cnns,rnns,hmms,gans,markov_chains,nlp,gradient_boosted_machines,cluster_analysis,survival_analysis,longitudinal_data_analysis,joint analysis,no_listed_methods,sql_,r,python,c_c++_c#,dotnet,java,julia,sas_stata,visual_basic_vba,scala,matlab,php,no_listed_languages,most_used_proggraming_languages,sql,nosql,images,nlp,videos,sheets,other,sql,nosql,imagens,nlp,vídeos,planilhas,other,aws,gcp,azure,ibm,on_premise_servers,cloud_própria,other,mysql,oracle,sql_server,aurora,dynamodb,coachdb,cassandra,mongodb,mariadb,datomic,s3,postgresql,elaticsearch,db2,ms_access,sqlite,sybase,firebase,vertica,redis,neo4j,google_bigtable,hbase,other,microsoft_powerbi,qlik_view_qlik_sense,tableau,metabase,superset,redash,microstrategy,ibm_analytics_cognos,sap_business_objects,oracle_business_intelligence,birst,looker,google_data_studio,only_excel_gsheets,no_bi_tool_at_work,other,sql_&_stored_procedures,apache_airflow,luigi,aws_glue,talend,pentaho,alteryx,oracle_data_integrator,ibm_data_stage,sap_bw_etl,siss_sql_server_integration_services,other,have_data_warehouse,google_bigquery,aws_redshift,snowflake,oracle,postgres_mysql,ibm,teradata,microsoft_azure,do_not_know,other,data_hackers_blog,data_hackers_podcast,weekly_newsletter,slack_channel,data_hackers_bootcamp,do_not_know_data_hackers,prefered_data_hackers_initiative,telegram_groups,whatsapp_groups,youtube_channels,other_brasilian_blogs,other_slack_channels,twitter,abroad_blogs,abroad_podcasts,meetups_and_events,only_data_hackers,other,udacity,coursera,udemy,height,edx,data_camp,data_quest,kaggle_learn,online_courses,other,data_science_plataforms_preference,other,draw_participation,living_macroregion,origin_macroregion,anonymized_degree_area,anonymized_market_sector,anonymized_manager_level,anonymized_role
689,2uren8ynf7f4qj642uren8cnnyx9n4pw,25.0,Masculino,1,São Paulo (SP),1.0,Pós-graduação,Empreendedor ou Empregado (CNPJ),de 51 a 100,0.0,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Blog/Medium do Data Hackers,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,DataCamp,,1.0,Região Sudeste,,Outras,Marketing,,Data Analyst/Analista de Dados
690,61mbwvvhlktmcmyg8dp61mbworf8yprt,26.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Empregado (CTL),de 501 a 1000,0.0,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Podcast do Data Hackers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,Outras,,Outras
691,p8zrvz1urykqq164sgbis11p8zrvz1u2,20.0,Masculino,1,,1.0,Estudante de Graduação,Estagiário,de 101 a 500,0.0,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newsletter Semanal,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Outras
692,xh8ao6ttmy8yr1fwk09mzkpyxh8ao6tc,34.0,Masculino,1,Minas Gerais (MG),1.0,Doutorado ou Phd,Servidor Público,de 1001 a 3000,0.0,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Podcast do Data Hackers,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sudeste,,Química / Física,Educação,,Outras
693,z961c6812p3d82i0t1z961cvk1fxlcol,30.0,Masculino,1,São Paulo (SP),0.0,Pós-graduação,Servidor Público,Acima de 3000,0.0,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Mais de 10 anos,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coursera,,0.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,,Desenvolvedor ou Engenheiro de Software
694,qyugci4sujuk2q9ctqyugtqql7whc4gf,,Feminino,1,São Paulo (SP),0.0,Graduação/Bacharelado,Freelancer,de 1 a 5,0.0,de R$ 2.001/mês a R$ 3000/mês,Mais de 10 anos,Menos de 1 ano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,0.0,Região Sudeste,Região Sudeste,Outras,Outras,,Outras
695,ixn0b6gaxrouz0iqcixn0calbhge6v1o,37.0,Feminino,1,São Paulo (SP),1.0,Pós-graduação,Empreendedor ou Empregado (CNPJ),de 1 a 5,1.0,Menos de R$ 1.000/mês,Menos de 1 ano,Menos de 1 ano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Udacity,,1.0,Região Sudeste,,Outras Engenharias,Finanças ou Bancos,"C-level (CDO, CIO, CTO)",
696,qxo0vhvinveqdbfp6jlqxo0vh28raz7d,22.0,Masculino,1,Minas Gerais (MG),1.0,Estudante de Graduação,Estagiário,de 501 a 1000,0.0,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 1 a 2 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Udemy,,0.0,Região Sudeste,,Outras Engenharias,Tecnologia/Fábrica de Software,,Desenvolvedor ou Engenheiro de Software
697,4nownj5370ksf56bu4nownjqyx5odkln,25.0,Masculino,1,São Paulo (SP),0.0,Graduação/Bacharelado,Empregado (CTL),Acima de 3000,0.0,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,de 1 a 2 anos,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Python,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,Podcast do Data Hackers,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,Pluralsight,1.0,Região Sudeste,Região Centro-Oeste,Outras Engenharias,Setor Alimentício,,Data Scientist/Cientista de Dados
698,zlommdc89igqccym82jxgzlommdcn3rl,36.0,Masculino,1,,1.0,Pós-graduação,Servidor Público,de 1001 a 3000,1.0,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 6 a 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Blog/Medium do Data Hackers,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Alura,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,Educação,Coordenador,
699,warl0s306zh78dbvw2oo47v1de3emvh0,21.0,Masculino,1,São Paulo (SP),0.0,Estudante de Graduação,Somente Estudante (graduação),,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,,,
700,1bn1yyx6vv0z4sh2xp1bn1y7fmu643xc,38.0,Masculino,1,,1.0,Mestrado,Servidor Público,de 501 a 1000,1.0,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Blog/Medium do Data Hackers,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Udemy,,0.0,,,Computação / Engenharia de Software / Sistemas de Informação,Outras,Coordenador,
701,l6l0vy9xix4swfnksyll6l08b7e00z2h,31.0,Masculino,1,São Paulo (SP),1.0,Pós-graduação,Empregado (CTL),de 51 a 100,1.0,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Supervisor,
702,ckj4ag4hxpyk1qqgxpckj439vacfmgd0,30.0,Masculino,1,Rio Grande do Sul (RS),1.0,Mestrado,Somente Estudante (pós-graduação),,,,Menos de 1 ano,Menos de 1 ano,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Podcast do Data Hackers,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Alura,,0.0,Região Sul,,Química / Física,,,
703,rrdgoc6i7y5qjchvo2rrdgpcxwkiofqe,33.0,Masculino,1,Santa Catarina (SC),0.0,Graduação/Bacharelado,Empregado (CTL),de 501 a 1000,0.0,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Canal do Slack,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coursera,,0.0,Região Sul,Região Sul,Computação / Engenharia de Software / Sistemas de Informação,Marketing,,Data Engineer/Engenheiro de Dados
704,c57hoz7kgahc88wc57ho88jjm3koojts,21.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Estagiário,Acima de 3000,0.0,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Blog/Medium do Data Hackers,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sudeste,,Outras Engenharias,Finanças ou Bancos,,Business Analyst/Analista de Negócios
705,unaljat8zoijhsng5r5unaljat8s83e2,40.0,Masculino,0,,,Pós-graduação,Empregado (CTL),Acima de 3000,0.0,Acima de R$ 25.001/mês,de 6 a 10 anos,de 6 a 10 anos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,SQL,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,Blog/Medium do Data Hackers,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,Udacity,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,Outras
706,iovdfaz4fozliovdtha2mr5snxtm5kt2,29.0,Masculino,1,São Paulo (SP),1.0,Graduação/Bacharelado,Empregado (CTL),de 51 a 100,1.0,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Kaggle Learn,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,Team Leader/Tech Leader,
707,mhhnp43h0w6rq5gmhhn07x35rv237a17,20.0,Masculino,1,Minas Gerais (MG),1.0,Estudante de Graduação,Estagiário,de 11 a 50,0.0,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 4 a 5 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Outras,,Data Analyst/Analista de Dados
708,gjiusoy3gbp81a2gjius66ldjju15o49,41.0,Masculino,1,,1.0,Pós-graduação,"Desempregado, buscando recolocação",,,,Menos de 1 ano,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blog/Medium do Data Hackers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Alura,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,
709,7mpmt3hmjhpksjne7mpmnvq0z8e9o63c,32.0,Masculino,1,Paraná (PR),0.0,Graduação/Bacharelado,Empregado (CTL),de 101 a 500,0.0,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SQL,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,DataCamp,,0.0,Região Sul,Região Sul,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,,Data Scientist/Cientista de Dados
710,ris57wh137kx07szris535lzba0ngjwp,26.0,Feminino,1,Minas Gerais (MG),1.0,Pós-graduação,"Desempregado, buscando recolocação",,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,R,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Podcast do Data Hackers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Data Science academy,1.0,Região Sudeste,,Estatística/ Matemática / Matemática Computacional,,,
711,wom2qnl71st4heptwom2dp6sky1f9cqs,34.0,Feminino,1,Minas Gerais (MG),1.0,Pós-graduação,Servidor Público,de 101 a 500,0.0,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,de 4 a 5 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bootcamp do Data Hackers,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,"Ainda não tenho preferida, pois tenha cursos a realizar em outras plataformas.",0.0,Região Sudeste,,Outras,Setor Público,,Outras
712,78h1d1adpeqf2amd55478h1d1m02ts3h,32.0,Feminino,1,,1.0,Graduação/Bacharelado,Empregado (CTL),Acima de 3000,0.0,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Menos de 1 ano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,Não tenho como avaliar,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Business Intelligence/Analista de BI
713,e1f5v4bxhfne2cek7e1f58ws3yr5eq6n,39.0,Masculino,1,São Paulo (SP),1.0,Pós-graduação,Empreendedor ou Empregado (CNPJ),de 11 a 50,0.0,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Menos de 1 ano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,DataQuest,,0.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Business Intelligence/Analista de BI
714,5o0k9jwpnmf9y8meu85o0k9brqnc9agw,28.0,Masculino,1,São Paulo (SP),1.0,Pós-graduação,Empregado (CTL),de 1001 a 3000,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Udemy,,1.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,,Business Analyst/Analista de Negócios
