Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data de Conclusao da análise do time A,Status da Análise do Time A,Analista do time A
132220960,3,Abreu e Lima,Pernambuco,2021-02-27 09:00:00.000,2021-02-27 09:31:15,Falso Positivo,Marcos
135323196,5,Pará de Minas,Minas Gerais,2021-05-08 17:24:46.857,2021-05-08 17:52:14,Falso Positivo,Marcos
136328259,5,Andirá,Paraná,2021-03-01 17:34:01.457,2021-03-01 18:00:00,Falso Positivo,Marcos
173082806,7,São José dos Pinhais,Paraná,2021-03-08 15:53:23.283,2021-03-08 17:54:02,Falso Positivo,Marcos
23658986,1,Feira Nova,Pernambuco,2021-07-05 18:00:00.000,2021-07-05 18:00:00,Falso Positivo,Maria
25827729,7,União da Vitória,Paraná,2021-02-12 14:54:25.670,2021-02-12 16:36:02,Falso Positivo,Marcos
27170619,2,Capanema,Pará,2021-04-29 18:00:00.000,2021-04-30 18:00:00,Falso Positivo,Marcos
27244759,2,Rio de Janeiro,Rio de Janeiro,2021-06-27 14:52:42.883,2021-06-28 09:00:00,Falso Positivo,Marcos
39428487,7,Maceió,Alagoas,2021-03-11 11:41:23.993,2021-03-11 14:05:42,Falso Positivo,Marcos
39799155,6,Imperatriz,Maranhão,2021-03-12 13:20:05.543,2021-03-12 14:17:18,Falso Positivo,Marcos
43434552,1,Camboriú,Santa Catarina,2021-06-14 18:00:00.000,2021-06-17 09:30:03,Falso Positivo,Marcos
43828023,4,Várzea Grande,Mato Grosso,2021-01-23 14:06:02.473,2021-01-25 09:42:54,Falso Positivo,Marina
67103312,3,Maceió,Alagoas,2021-02-21 10:46:17.347,2021-02-21 11:12:39,Falso Positivo,Marcos
98438331,9,Brasília,Distrito Federal,2021-04-09 17:57:20.560,2021-04-10 09:18:17,Falso Positivo,Marcos
106598577,7,Lajedo,Pernambuco,2021-04-25 18:00:00.000,2021-04-26 09:38:02,Falso Positivo,Marcos
175768685,1,Cuiabá,Mato Grosso,2021-06-20 09:00:00.000,2021-06-20 10:15:12,Falso Positivo,Maria
189750838,5,Jequié,Bahia,2021-03-01 12:05:57.490,2021-03-01 13:40:13,Falso Positivo,Marcos
204157746,10,Escada,Pernambuco,2021-02-12 15:59:29.257,2021-02-12 16:52:09,Falso Positivo,Marcos
215753245,3,Cuiabá,Mato Grosso,2021-02-27 13:06:20.723,2021-02-27 13:44:44,Falso Positivo,Marcos
222045500,8,Sorocaba,São Paulo,2021-03-04 14:18:29.420,2021-03-04 14:53:29,Falso Positivo,Marcos
30866524,10,Sarandi,Paraná,2021-07-12 10:52:43.307,2021-07-12 11:47:59,Falso Positivo,Marcos
36005126,7,São Paulo,São Paulo,2021-04-23 12:15:38.977,2021-04-23 14:27:04,Falso Positivo,Marcos
37139739,9,Goiânia,Goiás,2021-05-22 18:00:00.000,2021-05-23 09:31:58,Falso Positivo,Marcos
43662386,3,Piranhas,Alagoas,2021-05-15 12:06:55.150,2021-05-15 15:10:56,Falso Positivo,Marcos
44283352,9,Tangará da Serra,Mato Grosso,2021-03-27 11:58:49.463,2021-03-27 12:29:02,Falso Positivo,Marcos
45974193,5,Rio de Janeiro,Rio de Janeiro,2021-04-18 16:55:49.153,2021-04-18 18:00:00,Falso Positivo,Marcos
49099502,9,Santa Cruz do Capibaribe,Pernambuco,2021-05-14 17:59:15.267,2021-05-14 18:00:00,Falso Positivo,Marcos
70639842,1,Guarapuava,Paraná,2020-11-21 15:59:16.123,2020-11-21 18:00:00,Falso Positivo,Marcos
88309113,5,Porto Alegre,Rio Grande do Sul,2021-07-16 15:12:03.740,2021-07-16 18:00:00,Falso Positivo,Maria
91652327,6,Jaboatão dos Guararapes,Pernambuco,2021-02-26 17:30:15.290,2021-02-26 18:00:00,Falso Positivo,Marcos
181570519,6,Vitória,Espírito Santo,2021-03-07 11:38:41.153,2021-03-07 14:24:55,Falso Positivo,Marcos
228593668,8,Conselheiro Lafaiete,Minas Gerais,2021-04-23 15:32:55.537,2021-04-23 18:00:00,Falso Positivo,Marcos
26153921,7,Belém,Pará,2021-04-11 11:06:44.043,2021-04-11 14:42:44,Falso Positivo,Marcos
29227296,1,São Bernardo do Campo,São Paulo,2021-02-15 18:00:00.000,2021-02-15 18:00:00,Falso Positivo,Marcos
31149940,6,Montes Claros,Minas Gerais,2021-02-06 09:01:56.083,2021-02-06 14:04:45,Falso Positivo,Marcos
33249129,9,Rio de Janeiro,Rio de Janeiro,2021-01-17 12:46:39.457,2021-01-17 14:32:24,Falso Positivo,Marcos
33803508,2,São Paulo,São Paulo,2021-04-03 15:32:09.967,2021-04-03 17:56:14,Falso Positivo,Marcos
37224782,2,São Paulo,São Paulo,2021-06-10 15:39:44.263,2021-06-10 17:24:19,Falso Positivo,Marcos
41065150,7,Atibaia,São Paulo,2021-04-11 10:45:33.557,2021-04-11 14:31:37,Falso Positivo,Marcos
42147927,2,Brasília,Distrito Federal,2021-07-15 13:08:48.183,2021-07-15 15:51:40,Falso Positivo,Maria
42713126,4,Rio Branco,Acre,2020-11-20 12:11:21.640,2020-11-20 13:42:43,Falso Positivo,Marina
138206150,8,Rio de Janeiro,Rio de Janeiro,2020-12-20 17:16:23.347,2020-12-21 09:00:00,Falso Positivo,Marina
212465806,6,Paraíso do Tocantins,Tocantins,2021-06-26 11:03:33.103,2021-06-26 14:56:52,Falso Positivo,Marcos
24359482,6,Mamanguape,Paraíba,2021-07-12 14:46:43.843,2021-07-12 17:24:45,Falso Positivo,Marcos
25429827,2,Gaspar,Santa Catarina,2021-07-15 14:15:14.100,2021-07-15 16:33:50,Falso Positivo,Maria
27499035,5,Rio de Janeiro,Rio de Janeiro,2021-03-28 15:57:27.337,2021-03-29 11:21:52,Falso Positivo,Marcos
32558284,4,Altamira,Pará,2021-06-19 16:32:07.717,2021-06-19 18:00:00,Falso Positivo,Marcos
33281945,5,Nova Iguaçu,Rio de Janeiro,2021-01-16 18:00:00.000,2021-01-17 14:48:03,Falso Positivo,Marcos
39413830,3,Gaspar,Santa Catarina,2021-02-06 17:51:28.553,2021-02-06 18:00:00,Falso Positivo,Marcos
39805192,4,Sorocaba,São Paulo,2021-03-11 09:00:00.000,2021-03-11 09:47:08,Falso Positivo,Marcos
42859766,10,Espinosa,Minas Gerais,2021-05-27 17:52:36.130,2021-05-27 17:59:48,Falso Positivo,Marcos
45722935,7,Caldas Novas,Goiás,2021-02-11 12:35:21.777,2021-02-11 15:14:50,Falso Positivo,Marcos
46612204,7,São Paulo,São Paulo,2021-06-20 18:00:00.000,2021-06-21 09:00:00,Falso Positivo,Marcos
49009596,10,Recife,Pernambuco,2021-02-04 18:00:00.000,2021-02-05 09:49:56,Falso Positivo,Marcos
71520332,6,Duque de Caxias,Rio de Janeiro,2021-02-11 14:01:00.487,2021-02-11 15:20:58,Falso Positivo,Marcos
97724663,5,Franca,São Paulo,2021-04-10 14:45:48.990,2021-04-10 15:38:28,Falso Positivo,Marcos
106134479,10,Rio Paranaíba,Minas Gerais,2021-05-08 11:38:52.523,2021-05-08 12:04:32,Falso Positivo,Marcos
182746583,8,Guarapuava,Paraná,2021-02-28 17:41:03.403,2021-02-28 18:00:00,Falso Positivo,Marcos
194869702,4,São Gonçalo do Sapucaí,Minas Gerais,2020-11-15 14:10:24.020,2020-11-15 14:25:00,Falso Positivo,Marina
196578311,9,Embu-Guaçu,São Paulo,2021-01-10 11:54:58.823,2021-01-10 12:21:37,Falso Positivo,Marcos
34811080,9,Queimados,Rio de Janeiro,2021-01-01 17:16:25.480,2021-01-01 18:00:00,Falso Positivo,Marina
42589095,8,Valença,Bahia,2021-04-23 11:36:55.637,2021-04-23 14:15:03,Falso Positivo,Marcos
43604143,10,Camboriú,Santa Catarina,2021-03-04 15:41:37.477,2021-03-04 16:11:10,Falso Positivo,Marcos
47835380,3,São Gonçalo,Rio de Janeiro,2020-12-21 14:07:12.220,2020-12-24 09:00:00,Falso Positivo,Marina
48108445,2,Petrópolis,Rio de Janeiro,2021-03-25 09:00:00.000,2021-03-25 09:00:00,Falso Positivo,Marcos
48480363,8,Brasília,Distrito Federal,2021-05-07 17:31:22.003,2021-05-07 18:00:00,Falso Positivo,Marcos
50350095,2,São Mateus do Sul,Paraná,2021-07-04 15:10:55.987,2021-07-04 18:00:00,Falso Positivo,Maria
99940504,7,São Paulo,São Paulo,2021-04-30 18:00:00.000,2021-05-01 09:43:23,Falso Positivo,Marcos
219276978,2,Brasília,Distrito Federal,2021-05-06 18:00:00.000,2021-05-07 09:42:47,Falso Positivo,Marcos
31582784,5,Fortaleza,Ceará,2021-04-08 12:21:20.933,2021-04-08 12:33:01,Falso Positivo,Marcos
31648627,10,Indaiatuba,São Paulo,2021-02-13 15:38:23.683,2021-02-13 17:24:04,Falso Positivo,Marcos
32131202,1,Ubatuba,São Paulo,2021-06-28 16:42:44.277,2021-07-01 09:24:23,Falso Positivo,Marcos
35467701,4,São Paulo,São Paulo,2020-11-21 16:10:08.647,2020-11-22 09:00:00,Falso Positivo,Marina
47572112,3,Campo Maior,Piauí,2020-11-06 15:48:46.153,2020-11-07 09:58:30,Falso Positivo,Pedro
52066426,5,Santa Bárbara D'Oeste,São Paulo,2021-03-11 18:00:00.000,2021-03-12 09:19:53,Falso Positivo,Marcos
68318969,3,Santa Rita do Sapucaí,Minas Gerais,2021-01-31 15:56:20.643,2021-01-31 16:43:23,Falso Positivo,Marcos
82863421,5,Atibaia,São Paulo,2021-04-11 10:18:12.197,2021-04-11 13:48:43,Falso Positivo,Marcos
121735073,1,Grajaú,Maranhão,2021-05-09 18:00:00.000,2021-05-10 09:17:47,Falso Positivo,Marcos
158211001,9,Ubatuba,São Paulo,2021-03-21 18:00:00.000,2021-03-22 09:27:15,Falso Positivo,Marcos
177019909,1,São João Del Rei,Minas Gerais,2020-12-12 10:50:46.067,2020-12-12 15:19:54,Falso Positivo,Marcos
183375236,1,Matinhos,Paraná,2021-07-01 15:50:02.073,2021-07-01 17:24:59,Falso Positivo,Marcos
197260330,1,Passo Fundo,Rio Grande do Sul,2021-06-25 14:18:33.347,2021-06-25 18:00:00,Falso Positivo,Marcos
224737357,2,Imperatriz,Maranhão,2021-05-09 10:19:27.873,2021-05-09 11:53:10,Falso Positivo,Marcos
26894989,2,Guarulhos,São Paulo,2021-01-30 16:08:31.060,2021-01-30 18:00:00,Falso Positivo,Marina
33864779,4,Guarulhos,São Paulo,2020-12-19 18:00:00.000,2020-12-20 09:00:00,Falso Positivo,Marina
38016019,4,Sacramento,Minas Gerais,2021-05-21 11:04:12.390,2021-05-21 12:12:49,Falso Positivo,Marcos
39139937,7,Almirante Tamandaré,Paraná,2020-11-26 12:09:53.363,2020-11-26 16:54:32,Falso Positivo,Marcos
41394112,8,Fortaleza,Ceará,2021-02-11 09:00:00.000,2021-02-11 09:40:27,Falso Positivo,Marcos
41531002,3,Manaus,Amazonas,2020-11-28 18:00:00.000,2020-11-29 09:43:30,Falso Positivo,Marina
42540421,9,Matão,São Paulo,2020-11-21 12:07:36.723,2020-11-21 16:58:07,Falso Positivo,Marcos
91619638,5,Cubatão,São Paulo,2021-06-13 13:22:53.853,2021-06-13 16:11:22,Falso Positivo,Marcos
116653752,4,Paraguaçu,Minas Gerais,2020-12-05 12:14:56.277,2020-12-05 16:00:58,Falso Positivo,Marina
35562687,4,Goiânia,Goiás,2021-07-01 11:51:33.020,2021-07-01 13:06:42,Falso Positivo,Marcos
36438127,10,São Paulo,São Paulo,2021-02-11 16:11:56.947,2021-02-11 17:42:43,Falso Positivo,Marina
39008467,7,Maceió,Alagoas,2021-06-19 15:41:34.010,2021-06-19 18:00:00,Falso Positivo,Marcos
42136549,3,Recife,Pernambuco,2021-04-30 18:00:00.000,2021-05-01 09:36:27,Falso Positivo,Marcos
43698325,5,Feira de Santana,Bahia,2021-06-10 15:52:01.117,2021-06-10 17:30:52,Falso Positivo,Marcos
47610430,3,Santa Amélia,Paraná,2021-01-17 12:02:55.600,2021-01-17 16:01:43,Falso Positivo,Marcos
47725161,2,Caravelas,Bahia,2021-02-26 09:35:04.940,2021-02-26 11:40:21,Falso Positivo,Marcos
48898399,3,Fortaleza,Ceará,2021-02-20 18:00:00.000,2021-02-20 18:00:00,Falso Positivo,Marcos
49953149,9,Barretos,São Paulo,2021-04-22 16:28:08.877,2021-04-22 18:00:00,Falso Positivo,Marcos
104737328,2,Catalão,Goiás,2021-02-06 10:01:21.267,2021-02-06 14:09:11,Falso Positivo,Marcos
107689043,3,Montes Claros,Minas Gerais,2021-01-29 18:00:00.000,2021-01-30 11:22:58,Falso Positivo,Marcos
121636788,5,Planalto,Rio Grande do Sul,2021-04-03 18:00:00.000,2021-04-04 09:00:00,Falso Positivo,Marcos
154216192,8,Belém,Pará,2021-04-11 17:32:56.797,2021-04-11 18:00:00,Falso Positivo,Marcos
216579025,9,Belford Roxo,Rio de Janeiro,2020-11-22 16:40:10.977,2020-11-23 10:36:54,Falso Positivo,Paulo
26616746,1,Cuiabá,Mato Grosso,2021-02-28 12:18:45.673,2021-02-28 13:17:28,Falso Positivo,Marcos
27993862,3,Colíder,Mato Grosso,2021-03-26 16:57:35.830,2021-03-26 17:55:41,Falso Positivo,Marcos
31737570,4,Turvânia,Goiás,2020-11-14 13:41:33.943,2020-11-14 18:00:00,Falso Positivo,Marina
32029014,8,Navegantes,Santa Catarina,2021-07-01 17:07:43.650,2021-07-02 16:01:04,Falso Positivo,Maria
34532685,3,Nova Veneza,Goiás,2021-05-21 18:00:00.000,2021-05-22 09:38:54,Falso Positivo,Marcos
39363476,2,Campo Grande,Mato Grosso do Sul,2021-05-09 18:00:00.000,2021-05-10 09:21:24,Falso Positivo,Marcos
44126450,4,João Pessoa,Paraíba,2021-02-05 18:00:00.000,2021-02-06 12:03:36,Falso Positivo,Marcos
47753746,7,Londrina,Paraná,2021-07-10 17:18:36.360,2021-07-10 18:00:00,Falso Positivo,Maria
49291697,3,Goiânia,Goiás,2021-04-11 13:37:18.400,2021-04-11 15:27:03,Falso Positivo,Marcos
82611054,3,Mineiros,Goiás,2021-02-22 16:19:48.530,2021-02-22 17:05:39,Falso Positivo,Marcos
126288329,1,Ituporanga,Santa Catarina,2021-02-15 17:08:57.753,2021-02-15 17:51:33,Falso Positivo,Marcos
148603452,9,Fortaleza,Ceará,2021-04-08 17:48:59.987,2021-04-08 18:00:00,Falso Positivo,Marcos
169144149,7,Itaquaquecetuba,São Paulo,2021-07-10 18:00:00.000,2021-07-10 18:00:00,Falso Positivo,Maria
231047895,10,Contagem,Minas Gerais,2021-06-12 17:22:11.010,2021-06-12 17:43:47,Falso Positivo,Marcos
25380620,4,São Paulo,São Paulo,2021-07-10 18:00:00.000,2021-07-11 12:29:41,Falso Positivo,Maria
26909883,4,São Paulo,São Paulo,2020-12-03 18:00:00.000,2020-12-04 10:31:26,Falso Positivo,Marcos
27480682,8,Rio Branco,Acre,2021-05-31 15:49:17.497,2021-05-31 17:29:14,Falso Positivo,Marcos
28421550,9,São Paulo,São Paulo,2021-03-26 18:00:00.000,2021-03-27 09:28:26,Falso Positivo,Marcos
31703645,7,Maracanaú,Ceará,2021-02-15 16:57:00.683,2021-02-15 17:12:58,Falso Positivo,Marcos
32964297,7,Grajaú,Maranhão,2021-01-22 12:12:50.580,2021-01-22 12:15:56,Falso Positivo,Marcos
33677983,6,Florianópolis,Santa Catarina,2021-05-29 11:33:17.050,2021-05-29 14:32:09,Falso Positivo,Marcos
37241580,5,São Paulo,São Paulo,2021-01-22 16:11:56.930,2021-01-23 09:21:13,Falso Positivo,Marina
37649930,9,Novo Hamburgo,Rio Grande do Sul,2020-11-22 17:36:01.037,2020-11-26 14:53:20,Falso Positivo,Marina
48004879,5,João Pessoa,Paraíba,2020-12-27 09:00:00.000,2020-12-27 12:39:55,Falso Positivo,Marcos
49482007,5,São Paulo,São Paulo,2021-04-10 09:46:23.617,2021-04-10 11:51:09,Falso Positivo,Marcos
73641257,6,Monção,Maranhão,2020-12-11 15:55:59.893,2020-12-12 10:24:11,Falso Positivo,Marcos
104546811,10,Brasília,Distrito Federal,2021-05-02 16:49:06.193,2021-05-02 18:00:00,Falso Positivo,Marcos
123540635,4,Curitiba,Paraná,2021-02-08 15:52:30.347,2021-02-08 16:39:23,Falso Positivo,Marcos
127652165,10,Presidente Prudente,São Paulo,2021-04-15 13:32:49.497,2021-04-15 15:15:54,Falso Positivo,Marcos
140766002,4,São Paulo,São Paulo,2021-03-01 14:14:06.783,2021-03-01 15:32:17,Falso Positivo,Marcos
151553987,2,Patrocínio,Minas Gerais,2021-01-31 18:00:00.000,2021-02-01 09:00:00,Falso Positivo,Marcos
203424429,7,Petrolina,Pernambuco,2021-07-12 18:00:00.000,2021-07-15 09:32:19,Falso Positivo,Maria
27440120,10,Valinhos,São Paulo,2021-04-04 14:37:53.133,2021-04-04 17:11:49,Falso Positivo,Marcos
29796176,8,São Paulo,São Paulo,2021-02-28 09:41:25.070,2021-02-28 13:02:39,Falso Positivo,Marcos
29821634,9,União,Piauí,2021-02-28 14:02:56.717,2021-02-28 14:35:11,Falso Positivo,Marcos
33293735,7,Artur Nogueira,São Paulo,2021-04-23 15:41:07.307,2021-04-23 18:00:00,Falso Positivo,Marcos
33475260,7,São Paulo,São Paulo,2021-01-21 14:46:22.537,2021-01-22 09:14:00,Falso Positivo,Marina
38405777,3,São Caetano do Sul,São Paulo,2021-05-08 15:42:09.117,2021-05-08 16:44:40,Falso Positivo,Marcos
39558779,6,São Paulo,São Paulo,2021-01-25 12:19:39.403,2021-01-25 15:23:54,Falso Positivo,Marcos
41584514,2,Brasília,Distrito Federal,2021-06-27 10:55:13.883,2021-06-27 12:09:22,Falso Positivo,Marcos
46403342,3,Santo Antônio da Platina,Paraná,2021-01-09 18:00:00.000,2021-01-10 09:30:53,Falso Positivo,Marina
47252701,3,Cruzeiro do Oeste,Paraná,2021-06-26 16:05:58.263,2021-06-26 18:00:00,Falso Positivo,Marcos
49175961,9,Serrinha,Bahia,2021-02-13 15:57:48.000,2021-02-13 17:29:15,Falso Positivo,Marcos
50056847,1,Mogi Mirim,São Paulo,2021-02-21 13:01:41.033,2021-02-21 15:20:53,Falso Positivo,Marina
78822321,8,Fazenda Rio Grande,Paraná,2021-06-27 18:00:00.000,2021-06-28 09:00:00,Falso Positivo,Marcos
90671132,1,Olinda,Pernambuco,2021-03-04 09:00:00.000,2021-03-04 09:32:39,Falso Positivo,Marcos
131976929,6,São Paulo,São Paulo,2021-06-13 16:25:16.760,2021-06-13 18:00:00,Falso Positivo,Marcos
195627003,6,Caruaru,Pernambuco,2020-11-22 16:10:07.070,2020-11-23 14:27:13,Falso Positivo,Marcos
24551479,7,Nova Iguaçu,Rio de Janeiro,2021-07-05 15:54:36.857,2021-07-05 17:32:34,Falso Positivo,Maria
29444108,7,Santo André,São Paulo,2021-01-31 16:25:44.630,2021-01-31 16:49:03,Falso Positivo,Marcos
30111253,1,Londrina,Paraná,2021-07-02 13:37:53.970,2021-07-02 15:23:25,Falso Positivo,Marcos
30129286,6,João Pessoa,Paraíba,2021-03-05 13:34:27.073,2021-03-05 14:30:22,Falso Positivo,Marcos
31426235,5,Mossoró,Rio Grande do Norte,2021-01-02 17:30:34.577,2021-01-02 18:00:00,Falso Positivo,Marina
38449527,10,Quirinópolis,Goiás,2021-04-15 09:00:00.000,2021-04-15 09:00:00,Falso Positivo,Marcos
40309127,5,João Pessoa,Paraíba,2021-05-02 15:00:03.917,2021-05-02 15:16:28,Falso Positivo,Marcos
71521087,9,Rondonópolis,Mato Grosso,2020-12-24 18:00:00.000,2020-12-25 11:43:38,Falso Positivo,Marcos
73737857,5,Cubatão,São Paulo,2021-05-14 13:36:46.090,2021-05-14 16:36:48,Falso Positivo,Marcos
88477897,8,Barretos,São Paulo,2021-01-02 17:43:01.927,2021-01-02 18:00:00,Falso Positivo,Marina
212093831,7,Acreúna,Goiás,2021-06-28 15:35:26.423,2021-06-28 16:35:12,Falso Positivo,Marcos
27286757,6,Guanambi,Bahia,2021-06-18 11:26:52.610,2021-06-18 14:30:38,Falso Positivo,Maria
33375518,1,Salvador,Bahia,2021-01-17 17:11:09.427,2021-01-17 17:49:19,Falso Positivo,Marcos
35524505,5,Arcos,Minas Gerais,2021-02-27 09:00:28.353,2021-02-27 09:43:16,Falso Positivo,Marcos
40185328,4,Curitiba,Paraná,2021-01-23 11:42:12.570,2021-01-23 14:37:13,Falso Positivo,Marcos
40242434,8,Camboriú,Santa Catarina,2021-03-07 16:41:32.193,2021-03-07 18:00:00,Falso Positivo,Marcos
41205371,2,Rio de Janeiro,Rio de Janeiro,2021-01-02 15:53:34.077,2021-01-02 16:03:37,Falso Positivo,Marina
41880914,1,São Paulo,São Paulo,2021-05-07 15:19:47.640,2021-05-07 18:00:00,Falso Positivo,Marcos
42323021,2,Itapipoca,Ceará,2021-05-14 18:00:00.000,2021-05-15 09:30:40,Falso Positivo,Marcos
44516421,8,Goiânia,Goiás,2021-03-22 09:55:45.807,2021-03-22 10:07:04,Falso Positivo,Marcos
46693774,1,Ruy Barbosa,Bahia,2020-11-26 16:06:25.047,2020-11-26 17:20:06,Falso Positivo,Marina
50072667,1,Campinas,São Paulo,2021-04-18 15:35:15.927,2021-04-18 18:00:00,Falso Positivo,Marcos
65850941,6,Tamboril,Ceará,2021-01-28 15:26:03.570,2021-01-29 11:34:21,Falso Positivo,Marcos
81388162,7,Marilândia do Sul,Paraná,2021-03-21 15:19:41.417,2021-03-21 17:41:49,Falso Positivo,Marcos
89343341,8,Rosário do Ivaí,Paraná,2021-06-19 11:08:02.087,2021-06-19 14:32:42,Falso Positivo,Marcos
175531338,1,Florianópolis,Santa Catarina,2021-03-26 18:00:00.000,2021-03-27 09:23:46,Falso Positivo,Marcos
216971963,5,Rio Claro,São Paulo,2021-06-19 11:21:39.480,2021-06-19 14:37:37,Falso Positivo,Marcos
219531298,8,Vera,Mato Grosso,2021-04-22 12:49:29.360,2021-04-22 18:00:00,Falso Positivo,Marcos
228367091,9,Belmonte,Bahia,2021-01-30 17:25:08.433,2021-01-30 18:00:00,Falso Positivo,Marina
235866757,8,Campo Grande,Mato Grosso do Sul,2021-07-04 17:44:04.710,2021-07-04 18:00:00,Falso Positivo,Maria
235868824,2,Macaé,Rio de Janeiro,2021-05-24 13:08:27.503,2021-05-24 17:05:10,Falso Positivo,Marcos
27182087,8,Araraquara,São Paulo,2021-07-09 11:01:10.353,2021-07-09 17:53:11,Falso Positivo,Maria
27531819,3,Brasília,Distrito Federal,2021-04-10 15:15:11.280,2021-04-10 15:44:26,Falso Positivo,Marcos
28639025,6,Magé,Rio de Janeiro,2020-11-15 14:09:32.457,2020-11-15 14:23:06,Falso Positivo,Marina
28870322,8,Rio de Janeiro,Rio de Janeiro,2021-02-27 15:48:44.350,2021-02-28 12:56:47,Falso Positivo,Marcos
30139093,9,Itapissuma,Pernambuco,2021-01-01 10:30:26.103,2021-01-01 11:14:33,Falso Positivo,Marcos
36413611,3,Gravataí,Rio Grande do Sul,2021-06-19 18:00:00.000,2021-06-20 09:46:37,Falso Positivo,Maria
38352090,5,Uberlândia,Minas Gerais,2021-03-07 14:26:28.383,2021-03-07 15:41:32,Falso Positivo,Marcos
40375480,5,Bom Jesus do Norte,Espírito Santo,2021-03-18 17:41:01.550,2021-03-18 18:00:00,Falso Positivo,Marcos
42093561,5,São Caitano,Pernambuco,2021-02-08 14:34:45.393,2021-02-08 16:28:26,Falso Positivo,Marcos
44433762,1,Condado,Pernambuco,2021-02-05 15:18:01.500,2021-02-05 17:25:23,Falso Positivo,Marcos
45270434,4,Curitiba,Paraná,2021-05-13 09:00:00.000,2021-05-13 09:35:32,Falso Positivo,Marcos
97941923,2,Guarantã do Norte,Mato Grosso,2021-05-29 16:28:38.357,2021-05-29 17:49:43,Falso Positivo,Marcos
107322441,6,Salvador,Bahia,2021-04-01 18:00:00.000,2021-04-02 09:26:24,Falso Positivo,Marcos
123136253,3,Primavera do Leste,Mato Grosso,2021-04-17 15:26:33.687,2021-04-18 09:41:02,Falso Positivo,Marcos
125834720,3,Brasília,Distrito Federal,2021-02-26 17:27:05.170,2021-02-26 18:00:00,Falso Positivo,Marcos
178783022,9,Belo Horizonte,Minas Gerais,2020-12-17 17:48:49.770,2020-12-17 18:00:00,Falso Positivo,Marina
200467904,3,Catu,Bahia,2021-04-22 13:39:37.167,2021-04-22 18:00:00,Falso Positivo,Marcos
201032183,2,São Paulo,São Paulo,2021-07-04 18:00:00.000,2021-07-05 16:34:11,Falso Positivo,Maria
230541997,3,Rio de Janeiro,Rio de Janeiro,2021-07-10 14:43:30.410,2021-07-10 16:22:51,Falso Positivo,Maria
26840524,1,Fortaleza,Ceará,2020-12-19 17:08:07.387,2020-12-19 18:00:00,Falso Positivo,Marina
32827524,4,Pedranópolis,São Paulo,2021-05-01 14:51:54.160,2021-05-01 18:00:00,Falso Positivo,Marcos
35546778,6,Rio de Janeiro,Rio de Janeiro,2020-11-13 18:00:00.000,2020-11-14 17:59:08,Falso Positivo,Marina
40487048,5,São Luís,Maranhão,2021-06-20 09:00:00.000,2021-06-20 10:54:42,Falso Positivo,Marcos
41096400,8,São João de Meriti,Rio de Janeiro,2021-06-10 09:00:00.000,2021-06-10 10:10:29,Falso Positivo,Marcos
41616999,7,Aparecida de Goiânia,Goiás,2021-05-21 14:11:24.600,2021-05-21 14:53:55,Falso Positivo,Marcos
43420709,9,Cupira,Pernambuco,2021-03-27 17:59:25.147,2021-03-27 18:00:00,Falso Positivo,Marcos
45063283,7,Unaí,Minas Gerais,2021-01-11 17:42:46.027,2021-01-11 18:00:00,Falso Positivo,Marcos
47500360,8,São Paulo,São Paulo,2021-05-28 09:00:00.000,2021-05-28 09:49:04,Falso Positivo,Marcos
51094136,1,São Paulo,São Paulo,2021-05-29 15:28:30.713,2021-05-29 17:47:26,Falso Positivo,Marcos
138010099,9,Paracatu,Minas Gerais,2021-06-03 10:38:50.410,2021-06-03 11:33:46,Falso Positivo,Marcos
138645350,8,Fortaleza,Ceará,2021-05-15 10:38:29.790,2021-05-15 14:57:36,Falso Positivo,Marcos
168434571,9,Santo Antônio de Pádua,Rio de Janeiro,2021-02-08 18:00:00.000,2021-02-11 09:28:09,Falso Positivo,Marcos
202466816,4,Goiânia,Goiás,2021-02-05 18:00:00.000,2021-02-06 12:01:55,Falso Positivo,Marcos
235703264,1,Santa Rita do Sapucaí,Minas Gerais,2021-01-30 15:02:13.750,2021-01-30 15:21:11,Falso Positivo,Marcos
24772960,10,Rio de Janeiro,Rio de Janeiro,2021-02-28 11:39:06.213,2021-02-28 13:14:30,Falso Positivo,Marcos
25294119,3,Patos de Minas,Minas Gerais,2021-05-24 12:39:50.920,2021-05-24 17:03:06,Falso Positivo,Marcos
29665307,2,Santos,São Paulo,2021-01-15 14:03:47.237,2021-01-15 15:30:29,Falso Positivo,Marcos
29904035,3,Bom Jesus da Lapa,Bahia,2021-05-20 09:00:00.000,2021-05-20 09:33:13,Falso Positivo,Marcos
31038407,10,Alto Araguaia,Mato Grosso,2021-05-02 16:54:29.537,2021-05-02 18:00:00,Falso Positivo,Marcos
31897207,4,Elói Mendes,Minas Gerais,2021-02-08 18:00:00.000,2021-02-11 09:24:30,Falso Positivo,Marcos
38445753,5,Londrina,Paraná,2021-06-03 18:00:00.000,2021-06-03 18:00:00,Falso Positivo,Marcos
47802161,6,Brasília,Distrito Federal,2021-04-23 13:53:24.897,2021-04-23 14:41:29,Falso Positivo,Marcos
49388381,1,Mauá,São Paulo,2021-05-06 18:00:00.000,2021-05-07 09:40:41,Falso Positivo,Marcos
65810828,5,Viana,Espírito Santo,2021-04-22 15:14:54.130,2021-04-22 18:00:00,Falso Positivo,Marcos
